"Format","AIM CSV File"
"Venue","OTTOBIANO"
"Vehicle","EasyKart60"
"User","ANDREA"
"Data Source","AIM Data Logger"
"Comment",""
"Date","02/17/07"
"Time","16:46:07"
"Sample Rate","10"
"Duration","58.600"
"Segment","Lap 10 - 0:58.600"

"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"Time","Distance","Engine","Temperature","GPS_Speed","GPS_Nsat","GPS_LatAcc","GPS_LonAcc","GPS_Slope","GPS_Heading","GPS_Gyro","GPS_Latitude","GPS_Longitude","GPS_Elevation",
"sec","km","rpm","°C","km/h","#","g","g","deg","deg","deg/s","°","°","cm",
"","","1","2","3","4","5","6","7","8","9","10","11","12",

8.300,0.182,11409.219727,0.000000,75.413002,9.000000,0.207449,-0.485104,0.275856,36.474216,5.442088,45.166000321675,8.816544889438,84.95
8.400,0.184,11103.849609,0.000000,73.668999,9.000000,0.304940,-0.519112,0.281585,37.124523,8.311232,45.166015395702,8.816561076931,84.93
8.500,0.186,10729.610352,0.000000,71.591003,9.000000,0.419148,-0.537754,0.287315,38.080219,11.837442,45.166029943934,8.816577149276,84.90
8.600,0.188,10311.519531,0.000000,69.702003,9.000000,0.544701,-0.541163,0.293044,39.487976,15.916673,45.166043594553,8.816592999283,84.91
8.700,0.189,10162.000000,0.000000,67.902000,9.000000,0.669692,-0.535434,0.298774,41.299324,20.182001,45.166056503385,8.816608974491,84.95
8.800,0.191,10144.290039,0.000000,66.102005,9.000000,0.789025,-0.524319,0.305134,43.534660,24.455120,45.166068796665,8.816625305147,84.98
8.900,0.193,9973.059570,0.000000,64.334999,8.890000,0.897669,-0.511145,0.317223,46.191467,28.588436,45.166080371226,8.816641989864,85.02
9.000,0.195,9693.959961,0.000000,62.771999,8.000000,0.991776,-0.500630,0.333896,49.280739,32.399063,45.166091172443,8.816659107999,85.05
9.100,0.196,9265.759766,0.000000,60.920002,8.120000,1.065910,-0.498769,0.345355,52.708405,35.754307,45.166100643258,8.816676170364,85.08
9.200,0.198,8938.879883,0.000000,59.396004,9.000000,1.131809,-0.502032,0.356127,56.438126,39.019703,45.166108994209,8.816693559451,85.09
9.300,0.200,8611.200195,0.000000,57.672001,9.000000,1.194904,-0.505320,0.360482,60.502922,42.393284,45.166116375457,8.816711333519,85.08
9.400,0.201,8292.559570,0.000000,55.771999,9.000000,1.258228,-0.503306,0.354064,64.922943,46.007042,45.166122703199,8.816729372884,85.06
9.500,0.203,8153.479980,0.000000,53.896004,9.000000,1.323082,-0.488597,0.341918,69.706459,49.927910,45.166127875450,8.816747476393,85.03
9.600,0.204,8195.679688,0.000000,52.208000,9.000000,1.386049,-0.452601,0.324041,74.908447,54.002781,45.166131588183,8.816765310308,85.03
9.700,0.206,8318.000000,0.000000,50.632000,9.000000,1.442108,-0.398734,0.300436,80.491356,57.818218,45.166133895566,8.816783019441,85.01
9.800,0.207,8305.040039,0.000000,49.268002,9.000000,1.487180,-0.332325,0.272475,86.468445,61.127628,45.166134963125,8.816800688095,84.98
9.900,0.208,8202.799805,0.000000,48.239998,9.000000,1.519913,-0.260614,0.248869,92.775574,63.741230,45.166134763192,8.816818162542,84.95
10.000,0.210,8150.240234,0.000000,47.716000,9.000000,1.538777,-0.193287,0.221597,99.292625,65.587532,45.166133284371,8.816835212240,84.93
10.100,0.211,8146.000000,0.000000,47.088001,8.880000,1.546043,-0.143346,0.204408,105.879807,66.657356,45.166130372264,8.816851404952,84.91
10.200,0.212,8102.000000,0.000000,46.976002,8.000000,1.550428,-0.106892,0.187219,112.552696,67.488838,45.166126080709,8.816866809042,84.90
10.300,0.214,8103.439941,0.000000,46.751999,8.000000,1.554099,-0.079385,0.170718,119.350273,68.182800,45.166120599020,8.816881487378,84.89
