time,RPM dup 1,InlineAcc,LateralAcc,VerticalAcc,RollRate,PitchRate,YawRate,Gear,RPM dup 2,TPS
202.460,0.000000,1.113469,0.204606,-0.690572,2.814542,3.799212,10.733369,0.999924,5850.561035,100.000000
202.470,0.000000,1.118741,0.204535,-0.745740,2.786840,3.644212,11.499329,0.999924,5812.413574,100.000000
202.480,0.000000,1.142181,0.177950,-1.167105,1.982417,3.833981,12.182699,0.999924,5774.266602,100.000000
202.490,0.000000,1.092181,0.168675,-1.341608,1.067719,3.717996,12.691179,0.999924,5736.119629,100.000000
202.500,0.000000,0.932018,0.185365,-1.145818,-0.012393,3.143380,12.937323,0.999924,5697.972168,100.000000
202.510,0.000000,0.933186,0.208814,-0.876738,-0.898324,3.378269,13.286457,0.999924,5651.597168,100.000000
202.520,0.000000,1.176350,0.242403,-0.497725,-1.492984,4.827416,13.790079,0.999924,5592.879395,100.000000
202.530,0.000000,1.236694,0.256236,-0.492622,-1.284021,4.851303,14.359124,0.999924,5534.161621,100.000000
202.540,0.000000,1.022810,0.240436,-1.048385,0.130379,2.737300,15.026302,0.999924,5475.444336,100.000000
202.550,0.000000,0.976519,0.236539,-1.228333,0.735028,1.656278,15.587897,0.999924,5416.726563,100.000000
202.560,0.000000,1.181616,0.250497,-0.844560,0.125052,2.124730,15.991118,0.999924,5358.009277,100.000000
202.570,0.000000,1.282018,0.297978,-0.616048,-0.590672,2.392530,16.407942,0.999924,5299.291504,100.000000
202.580,0.000000,1.225377,0.395745,-0.620427,-1.465016,2.359354,16.845171,0.999924,5240.573730,100.000000
202.590,0.000000,1.201547,0.475312,-0.821891,-2.347618,3.047035,17.357538,0.999924,5181.856445,100.000000
202.600,0.000000,1.226934,0.527577,-1.318982,-3.242605,4.816004,17.982613,0.999924,5123.138672,100.000000
202.610,0.000000,1.251732,0.539140,-1.412057,-3.715670,5.113530,18.463886,0.999924,5073.632813,100.000000
202.620,0.000000,1.275645,0.489652,-0.899108,-3.555851,3.203894,18.729464,0.999924,5037.943848,100.000000
202.630,0.000000,1.275155,0.446905,-0.670732,-3.081987,2.198249,18.907593,0.999924,5002.255371,100.000000
202.640,0.000000,1.238062,0.414269,-0.869215,-2.137056,2.548592,18.954554,0.999924,4966.566406,100.000000
202.650,0.000000,1.117173,0.399680,-1.026200,-1.088242,1.822957,18.607687,0.999924,4930.877441,100.000000
202.660,0.000000,0.870589,0.412161,-1.120940,0.116395,-0.516646,17.670074,0.999924,4895.188965,100.000000
202.670,0.000000,0.737476,0.415413,-1.129051,0.517408,-1.998440,16.308838,0.999924,4859.500000,100.000000
202.680,0.000000,0.774570,0.404823,-1.007220,-0.287016,-2.193517,14.312162,0.999924,4823.811523,100.000000
202.690,0.000000,0.747220,0.391076,-0.921130,-0.056077,-3.561183,12.393865,0.999924,4788.122559,100.000000
202.700,0.000000,0.623205,0.372592,-0.888652,1.727905,-6.687732,10.593132,0.999924,4752.433594,100.000000
202.710,0.000000,0.567348,0.356873,-0.986944,4.015050,-7.878369,9.275618,0.999924,4747.724121,100.000000
202.720,0.000000,0.613729,0.345304,-1.281391,7.056942,-6.165136,8.682930,0.999924,4789.483887,100.000000
202.730,0.000000,0.697224,0.320238,-1.414886,9.232081,-4.185962,8.285214,0.999924,4831.243652,100.000000
202.740,0.000000,0.836393,0.274927,-1.306954,10.107091,-1.807874,8.179956,0.999924,4873.002930,100.000000
202.750,0.000000,0.947234,0.225451,-1.024427,10.408617,0.576053,8.116801,0.999924,4914.762695,100.000000
202.760,0.000000,1.015581,0.169729,-0.480006,9.849916,2.968739,8.116801,0.999924,4956.521973,100.000000
202.770,0.000000,1.013034,0.130243,-0.372983,8.605058,5.349216,7.849930,0.999924,4998.281738,100.000000
202.780,0.000000,0.904145,0.115111,-0.922054,6.330964,7.711379,7.182752,0.999924,5040.041504,100.000000
202.790,0.000000,0.860201,0.110324,-1.132957,4.462811,9.205647,6.674272,0.999924,5081.800781,100.000000
202.800,0.000000,0.913672,0.121054,-0.836606,3.203569,9.398070,6.403838,0.999924,5123.560547,100.000000
202.810,0.000000,0.910941,0.133697,-0.637895,2.521274,9.346314,6.280443,0.999924,5160.583984,100.000000
202.820,0.000000,0.823909,0.149206,-0.585643,2.704400,8.928291,6.377604,0.999924,5190.502930,100.000000
202.830,0.000000,0.756996,0.171189,-0.698911,2.954118,8.323418,6.457277,0.999924,5220.421875,100.000000
202.840,0.000000,0.720264,0.202881,-1.060462,3.303722,7.438270,6.510716,0.999924,5250.340820,100.000000
202.850,0.000000,0.719225,0.239165,-1.216887,3.569688,6.578071,6.591361,0.999924,5280.259766,100.000000
202.860,0.000000,0.771722,0.282335,-1.065625,3.710196,5.755295,6.712813,0.999924,5310.178711,100.000000
202.870,0.000000,0.796914,0.319491,-0.943521,3.766265,5.006835,6.883494,0.999924,5340.097656,100.000000
202.880,0.000000,0.781148,0.347625,-0.865156,3.695679,4.369847,7.128018,0.999924,5370.016602,100.000000
202.890,0.000000,0.796592,0.366239,-0.886933,3.765200,3.900068,7.323961,0.999924,5399.935547,100.000000
202.900,0.000000,0.858850,0.370570,-1.058923,4.044884,3.681103,7.447032,0.999924,5429.854980,100.000000
202.910,0.000000,0.914322,0.373393,-1.132925,4.453488,3.402156,7.642652,0.999924,5462.737305,100.000000
202.920,0.000000,0.959618,0.373955,-1.059945,5.055474,3.033234,7.947092,0.999924,5500.064941,100.000000
202.930,0.000000,0.965207,0.372850,-1.016256,5.539726,2.717925,8.307239,0.999924,5537.392578,100.000000
202.940,0.000000,0.911236,0.369246,-1.016500,5.847378,2.483036,8.750944,0.999924,5574.720215,100.000000
202.950,0.000000,0.830148,0.355995,-1.067621,5.459283,2.537976,9.206308,0.999924,5612.048340,100.000000
202.960,0.000000,0.708386,0.328273,-1.195056,4.027570,3.027660,9.679163,0.999924,5649.375977,100.000000
202.970,0.000000,0.640211,0.310525,-1.194735,2.611572,3.548663,10.260839,0.999924,5686.703613,100.000000
202.980,0.000000,0.652418,0.307740,-1.002780,1.219147,4.116644,11.005746,0.999924,5724.031250,100.000000
202.990,0.000000,0.717923,0.334089,-0.877837,0.715584,4.317826,11.827735,0.999924,5761.358887,100.000000
203.000,0.000000,0.863376,0.404140,-0.853411,1.545311,3.968810,12.765347,0.999924,5798.687012,100.000000
203.010,0.000000,0.936634,0.466688,-0.865836,2.099351,3.658013,13.618103,0.999924,5836.302246,100.000000
203.020,0.000000,0.901598,0.517980,-0.933539,2.239859,3.404545,14.343578,0.999924,5874.349121,100.000000
203.030,0.000000,0.841760,0.533901,-0.939539,2.212024,3.073576,14.967357,0.999924,5912.395996,100.000000
203.040,0.000000,0.744717,0.496765,-0.852987,1.931674,2.626358,15.438592,0.999924,5950.442871,100.000000
203.050,0.000000,0.701529,0.460627,-0.786944,2.330290,1.742272,15.994034,0.999924,5988.489746,100.000000
203.060,0.000000,0.739123,0.425986,-0.751664,3.747353,0.202884,16.675785,0.999924,6026.536621,100.000000
203.070,0.000000,0.771300,0.409970,-0.721510,4.702539,-1.034464,17.134714,0.999924,6064.583496,100.000000
203.080,0.000000,0.795352,0.421892,-0.699042,4.964909,-1.818756,17.259405,0.999924,6102.630371,100.000000
203.090,0.000000,0.816179,0.426176,-0.711881,4.279552,-1.888028,17.065405,0.999924,6140.677246,100.000000
203.100,0.000000,0.832167,0.419001,-0.777679,2.172602,-0.884772,16.393370,0.999924,6178.724121,100.000000
203.110,0.000000,0.846887,0.409398,-0.837471,0.429774,-0.275387,15.937033,0.999924,6214.369629,100.000000
203.120,0.000000,0.859706,0.396150,-0.888255,-0.766873,-0.256808,15.804244,0.999924,6246.412598,100.000000
203.130,0.000000,0.845675,0.401516,-0.972876,-1.593804,-0.176654,16.104151,0.999924,6278.455566,100.000000
203.140,0.000000,0.791370,0.434803,-1.108254,-1.866162,-0.004137,17.053097,0.999924,6310.498535,100.000000
203.150,0.000000,0.732805,0.470631,-1.143772,-2.273834,-0.019000,17.891279,0.999924,6342.541504,100.000000
203.160,0.000000,0.667850,0.510271,-1.029502,-2.884477,-0.314934,18.563316,0.999924,6374.584473,100.000000
203.170,0.000000,0.618233,0.537717,-0.938973,-2.153171,-0.848146,19.300774,0.999924,6406.627441,100.000000
203.180,0.000000,0.591623,0.546874,-0.884055,0.591058,-1.737274,20.136366,0.999924,6438.670410,100.000000
203.190,0.000000,0.582886,0.557421,-0.856283,2.937603,-1.906607,21.072359,0.999924,6470.713379,100.000000
203.200,0.000000,0.600960,0.570055,-0.869231,4.687623,-0.996245,22.158951,0.999924,6502.756348,100.000000
203.210,0.000000,0.634160,0.588462,-0.894179,5.639879,0.737423,22.942400,0.999924,6534.317383,100.000000
203.220,0.000000,0.690050,0.615528,-0.937129,5.395489,3.706053,23.271130,0.999924,6565.156250,100.000000
203.230,0.000000,0.728857,0.632524,-0.932336,3.759073,5.565261,23.405537,0.999924,6595.995117,100.000000
203.240,0.000000,0.742037,0.634416,-0.855930,0.034621,5.760338,23.248459,0.999924,6626.833984,100.000000
203.250,0.000000,0.763136,0.617002,-0.786258,-3.243670,6.470314,22.650915,0.999924,6657.672852,100.000000
203.260,0.000000,0.796114,0.570631,-0.726689,-5.852719,7.952638,21.392670,0.999924,6688.511719,100.000000
203.270,0.000000,0.795491,0.522114,-0.656772,-7.703425,7.821259,20.253609,0.999924,6719.350586,100.000000
203.280,0.000000,0.739364,0.465205,-0.562791,-8.487937,5.014133,19.197296,0.999924,6753.272949,100.000000
203.290,0.000000,0.737529,0.450193,-0.568041,-6.511174,2.872925,18.873425,0.999924,6784.111816,100.000000
203.300,0.000000,0.784883,0.471901,-0.663978,-1.844453,1.142442,19.185961,0.999924,6814.950684,100.000000
203.310,0.000000,0.824548,0.529968,-0.876496,3.094958,-0.883976,19.736546,0.999924,6848.858398,100.000000
203.320,0.000000,0.856525,0.624391,-1.205596,8.307061,-3.206328,20.525175,0.999924,6885.834961,100.000000
203.330,0.000000,0.838340,0.697282,-1.242344,7.694754,-3.181114,20.533272,0.999924,6922.811523,100.000000
203.340,0.000000,0.769993,0.748639,-0.986740,1.258036,-0.808334,19.760836,0.999924,6959.788086,100.000000
203.350,0.000000,0.727755,0.747915,-0.758527,-1.915373,0.405924,19.663673,0.999924,6996.764648,100.000000
203.360,0.000000,0.711628,0.695107,-0.557705,-1.825475,0.461661,20.241787,0.999924,7033.740723,100.000000
203.370,0.000000,0.752892,0.642616,-0.680624,-1.003405,1.738954,21.178589,0.999924,7070.717285,100.000000
203.380,0.000000,0.851548,0.590441,-1.127286,0.550837,4.237804,22.474079,0.999924,7107.693848,100.000000
203.390,0.000000,0.861071,0.581808,-1.183496,1.773120,5.329973,23.622208,0.999924,7144.670410,100.000000
203.400,0.000000,0.781463,0.616719,-0.849255,2.663446,5.015461,24.622974,0.999924,7181.646973,100.000000
203.410,0.000000,0.754241,0.651557,-0.663094,2.681093,5.462679,24.693417,0.999924,7216.340820,100.000000
203.420,0.000000,0.779405,0.686322,-0.625013,1.826061,6.671629,23.833536,0.999924,7248.751465,100.000000
203.430,0.000000,0.811146,0.684237,-0.725478,-0.018519,6.891257,22.677311,0.999924,7281.162598,100.000000
203.440,0.000000,0.849462,0.645302,-0.964490,-2.852646,6.121563,21.224739,0.999924,7313.573242,100.000000
203.450,0.000000,0.812953,0.613037,-0.970597,-3.587148,4.712228,20.307369,0.999924,7345.984375,100.000000
203.460,0.000000,0.701618,0.587443,-0.743798,-2.222026,2.663250,19.925201,0.999924,7378.395020,100.000000
203.470,0.000000,0.693679,0.592557,-0.769679,-0.115743,0.685934,19.628048,0.999924,7410.806152,100.000000
203.480,0.000000,0.789137,0.628378,-1.048241,2.731703,-1.219722,19.415911,0.999924,7443.216797,100.000000
203.490,0.000000,0.818806,0.648207,-1.026385,4.138777,-2.529528,18.923626,0.999924,7475.627930,100.000000
203.500,0.000000,0.782686,0.652041,-0.704112,4.105482,-3.243485,18.151188,0.999924,7508.038574,100.000000
203.510,0.000000,0.783242,0.625357,-0.671335,3.801159,-3.307847,17.739061,0.999924,7541.335938,100.000000
203.520,0.000000,0.820475,0.568153,-0.928055,3.225810,-2.722615,17.687241,0.999924,7575.519531,100.000000
203.530,0.000000,0.835490,0.524218,-1.009847,2.792967,-1.743910,17.622467,0.999924,7609.703125,100.000000
203.540,0.000000,0.828288,0.493552,-0.916712,2.502628,-0.371732,17.544735,0.999924,7643.886719,100.000000
203.550,0.000000,0.824326,0.489045,-0.858054,2.436370,0.829256,17.637039,0.999924,7678.070313,100.000000
203.560,0.000000,0.823603,0.510695,-0.833873,2.594192,1.859053,17.899378,0.999924,7712.254395,100.000000
203.570,0.000000,0.825493,0.532264,-0.870920,2.643136,2.767424,18.139853,0.999924,7746.437988,100.000000
203.580,0.000000,0.829998,0.553749,-0.969196,2.583204,3.554370,18.358467,0.999924,7780.621582,100.000000
203.590,0.000000,0.831027,0.562082,-1.042814,2.112070,4.769955,18.241062,0.999924,7814.805176,100.000000
203.600,0.000000,0.828580,0.557262,-1.091775,1.229735,6.414180,17.787642,0.999924,7848.988770,100.000000
203.610,0.000000,0.826328,0.542959,-1.019109,0.626085,7.210415,17.228151,0.999924,7882.979980,100.000000
203.620,0.000000,0.824270,0.519173,-0.824815,0.301119,7.158659,16.562592,0.999924,7916.778809,100.000000
203.630,0.000000,0.812369,0.503247,-0.733285,0.138636,6.108956,16.007151,0.999924,7950.578125,100.000000
203.640,0.000000,0.790625,0.495182,-0.744519,0.138636,4.061306,15.561825,0.999924,7984.376953,100.000000
203.650,0.000000,0.774748,0.509126,-0.849595,0.091356,2.547796,15.146459,0.999924,8018.175781,100.000000
203.660,0.000000,0.764737,0.545080,-1.048513,-0.003203,1.568427,14.761050,0.999924,8051.975098,100.000000
203.670,0.000000,0.753810,0.576767,-1.068505,0.560492,0.725082,14.638788,0.999924,8085.773926,100.000000
203.680,0.000000,0.741964,0.604189,-0.909572,1.782443,0.017760,14.779674,0.999924,8119.572754,100.000000
203.690,0.000000,0.735916,0.602242,-0.763763,3.088299,-0.379694,14.841209,0.999924,8153.372070,100.000000
203.700,0.000000,0.735666,0.570927,-0.631079,4.478060,-0.467280,14.823396,0.999924,8187.170898,100.000000
203.710,0.000000,0.760942,0.538733,-0.668003,4.805689,-0.183953,14.459039,0.999924,8223.737305,100.000000
203.720,0.000000,0.811743,0.505660,-0.874538,4.071187,0.470287,13.748138,0.999924,8263.072266,100.000000
203.730,0.000000,0.824145,0.495979,-1.052702,3.070319,1.077416,13.174074,0.999924,8302.406250,100.000000
203.740,0.000000,0.798146,0.509689,-1.202496,1.803086,1.637434,12.736845,0.999924,8341.741211,100.000000
203.750,0.000000,0.780253,0.530675,-1.241991,1.099216,2.115175,12.482605,0.999924,8381.076172,100.000000
203.760,0.000000,0.770465,0.558936,-1.171188,0.958708,2.510638,12.411354,0.999924,8420.410156,100.000000
203.770,0.000000,0.779989,0.586057,-1.107579,1.075909,2.699744,12.411354,0.999924,8459.745117,100.000000
203.780,0.000000,0.808824,0.612038,-1.051165,1.450818,2.682492,12.482605,0.999924,8499.080078,100.000000
203.790,0.000000,0.814385,0.637368,-1.018443,2.071783,3.044779,12.780568,0.999924,8538.414063,100.000000
203.800,0.000000,0.796673,0.662046,-1.009412,2.938802,3.786605,13.305243,0.999924,8577.749023,100.000000
203.810,0.000000,0.788915,0.670655,-0.969808,3.263767,4.643221,13.760283,0.999924,8613.696289,100.000000
203.820,0.000000,0.791111,0.663195,-0.899630,3.046679,5.614627,14.145692,0.999924,8646.257813,100.000000
203.830,0.000000,0.799592,0.636832,-0.867166,2.474660,6.231709,14.168363,0.999924,8678.819336,100.000000
203.840,0.000000,0.814357,0.591566,-0.872416,1.547709,6.494467,13.828297,0.999924,8711.380859,100.000000
203.850,0.000000,0.802401,0.548788,-0.884072,0.965368,6.454655,13.365969,0.999924,8743.942383,100.000000
203.860,0.000000,0.763722,0.508500,-0.902133,0.727637,6.112274,12.781378,0.999924,8776.503906,100.000000
203.870,0.000000,0.766169,0.482168,-0.911653,0.448952,4.987592,11.805712,0.999924,8809.065430,100.000000
203.880,0.000000,0.809741,0.469793,-0.912632,0.129313,3.080610,10.438969,0.999924,8841.626953,100.000000
203.890,0.000000,0.837019,0.466611,-1.018347,1.261033,1.255241,9.615522,0.999924,8874.188477,100.000000
203.900,0.000000,0.848002,0.472621,-1.228799,3.844111,-0.488513,9.335372,0.999924,8906.750000,100.000000
203.910,0.000000,0.818820,0.483048,-1.316439,5.548849,-1.430724,9.239830,0.999924,8938.516602,100.000000
203.920,0.000000,0.749472,0.497890,-1.281269,6.375247,-1.571392,9.328895,0.999924,8969.489258,100.000000
203.930,0.000000,0.724808,0.501911,-1.169569,7.495314,-1.973491,9.863285,0.999924,9000.461914,100.000000
203.940,0.000000,0.744828,0.495109,-0.981341,8.909047,-2.637020,10.842999,0.999924,9031.434570,100.000000
203.950,0.000000,0.784257,0.460980,-0.856953,7.421730,-1.964201,10.754745,0.999924,9062.407227,100.000000
203.960,0.000000,0.843095,0.399524,-0.796404,3.033361,0.044964,9.598518,0.999924,9093.379883,100.000000
203.970,0.000000,0.845542,0.345300,-0.707172,0.481915,1.372023,9.098945,0.999924,9124.352539,100.000000
203.980,0.000000,0.791598,0.298309,-0.589258,-0.232610,2.016973,9.256023,0.999924,9155.325195,100.000000
203.990,0.000000,0.785620,0.312817,-0.652853,-0.110415,3.555697,9.414721,0.999924,9186.297852,100.000000
204.000,0.000000,0.827607,0.388824,-0.897957,0.848500,5.988194,9.575038,0.999924,9217.270508,100.000000
204.010,0.000000,0.837853,0.484394,-1.025637,3.732237,7.711379,10.153151,0.999924,9246.069336,100.000000
204.020,0.000000,0.816359,0.599527,-1.035892,8.540797,8.725251,11.149059,0.999924,9272.693359,100.000000
204.030,0.000000,0.809644,0.637282,-1.036626,9.510366,8.130730,11.209785,0.999924,9299.318359,100.000000
204.040,0.000000,0.817708,0.597660,-1.027840,6.640946,5.927813,10.335329,0.999924,9325.942383,100.000000
204.050,0.000000,0.768269,0.507827,-1.000381,2.767662,4.693649,9.277884,0.999924,9352.566406,100.000000
204.060,0.000000,0.661327,0.367781,-0.954249,-2.109487,4.428237,8.037452,0.999924,9379.191406,100.000000
204.070,0.000000,0.625318,0.293782,-0.919772,-1.176209,3.653899,7.819648,0.999924,9405.815430,100.000000
204.080,0.000000,0.660242,0.285829,-0.896951,5.567494,2.370634,8.624472,0.999924,9432.439453,100.000000
204.090,0.000000,0.653194,0.333904,-0.934733,10.041100,1.496102,9.096516,0.999924,9459.064453,100.000000
204.100,0.000000,0.604172,0.438007,-1.033117,12.244607,1.030305,9.235782,0.999924,9485.688477,100.000000
204.110,0.000000,0.601572,0.482753,-1.056184,11.239078,0.522705,8.824463,0.999924,9517.355469,100.000000
204.120,0.000000,0.645394,0.468143,-1.003931,7.024513,-0.026697,7.862561,0.999924,9554.064453,100.000000
204.130,0.000000,0.668682,0.392706,-0.939602,3.412932,-0.331256,7.175141,0.999924,9590.773438,100.000000
204.140,0.000000,0.671434,0.256442,-0.863195,0.404336,-0.390974,6.762203,0.999924,9627.482422,100.000000
204.150,0.000000,0.675689,0.166976,-0.803871,0.197570,-0.075798,6.766252,0.999924,9664.191406,100.000000
204.160,0.000000,0.681445,0.124308,-0.761628,2.792634,0.614272,7.187286,0.999924,9700.899414,100.000000
204.170,0.000000,0.711419,0.148215,-0.763450,5.114007,1.484159,7.449623,0.999924,9737.608398,100.000000
204.180,0.000000,0.765613,0.238696,-0.809338,7.161691,2.533862,7.553263,0.999924,9774.317383,100.000000
204.190,0.000000,0.776346,0.314900,-0.879039,7.372452,3.426309,7.334648,0.999924,9811.026367,100.000000
204.200,0.000000,0.743619,0.376827,-0.972555,5.746292,4.161499,6.793781,0.999924,9847.735352,100.000000
204.210,0.000000,0.713032,0.393625,-1.016022,4.018247,4.677061,6.379224,0.999924,9881.083008,100.000000
204.220,0.000000,0.684587,0.365293,-1.009439,2.188317,4.972995,6.090977,0.999924,9911.068359,100.000000
204.230,0.000000,0.681111,0.331866,-1.016457,1.221078,5.676999,5.941996,0.999924,9941.054688,100.000000
204.240,0.000000,0.702605,0.293343,-1.037075,1.116530,6.789073,5.932280,0.999924,9971.041016,100.000000
204.250,0.000000,0.711211,0.270200,-1.054837,1.449154,7.362363,5.935518,0.999924,10001.026367,100.000000
204.260,0.000000,0.706929,0.262435,-1.069743,2.218949,7.396866,5.951712,0.999924,10031.012695,100.000000
204.270,0.000000,0.691302,0.261603,-1.079141,2.507290,7.138090,5.793824,0.999924,10060.998047,100.000000
204.280,0.000000,0.664330,0.267705,-1.083030,2.314175,6.586034,5.461854,0.999924,10090.984375,100.000000
204.290,0.000000,0.647730,0.283269,-1.061909,2.410399,5.907907,5.247289,0.999924,10120.970703,100.000000
204.300,0.000000,0.641501,0.308296,-1.015777,2.795963,5.103710,5.150127,0.999924,10150.956055,100.000000
204.310,0.000000,0.656878,0.336323,-0.966095,3.163880,4.247094,5.036771,0.999924,10157.947266,98.176697
204.320,0.000000,0.697558,0.370454,-0.907540,3.549178,3.247156,4.894268,0.999924,10140.341797,94.165436
204.330,0.000000,0.731554,0.370028,-0.901491,3.678498,1.997332,4.869653,0.999924,10124.336914,90.518837
204.340,0.000000,0.763558,0.348635,-0.926896,3.660518,0.520317,4.914995,0.999924,10108.332031,86.872238
204.350,0.000000,0.756507,0.299719,-0.977631,3.453952,-0.185944,5.094421,0.999924,10092.328125,83.225632
204.360,0.000000,0.723418,0.232456,-1.045251,3.121661,-0.378367,5.363235,0.999924,10076.323242,79.579033
204.370,0.000000,0.707913,0.199765,-1.055669,2.858492,0.588528,5.423151,0.999924,10060.318359,75.932434
204.380,0.000000,0.704131,0.190122,-1.027952,2.641405,2.328301,5.343803,0.999924,10044.313477,72.285835
204.390,0.000000,0.678962,0.232629,-0.943113,2.879802,2.845057,5.485983,0.999924,10028.308594,68.639229
204.400,0.000000,0.639533,0.309902,-0.820194,3.421855,2.546469,5.775849,0.999924,10012.304688,64.992630
204.410,0.000000,0.596617,0.370107,-0.729637,3.900780,1.887187,6.127899,0.999924,9966.095703,60.011627
204.420,0.000000,0.551376,0.418934,-0.660657,4.337619,0.987441,6.521404,0.999924,9899.752930,54.141022
204.430,0.000000,0.431777,0.413000,-0.712251,2.948524,0.837749,6.837180,0.999924,9833.409180,48.270420
204.440,0.000000,0.262606,0.370559,-0.844228,0.342139,1.188092,7.101136,0.999924,9767.065430,42.399815
204.450,0.000000,-0.051646,0.326049,-0.802524,0.978886,-4.845776,6.732569,0.999924,9700.721680,36.529213
204.460,0.000000,-0.462619,0.280160,-0.645032,3.777719,-15.135784,5.942319,0.999924,9634.377930,30.658609
204.470,0.000000,-0.742425,0.264526,-0.695707,5.662786,-25.663866,6.004179,0.999924,9568.034180,24.788006
204.480,0.000000,-0.934787,0.269062,-0.885160,6.938676,-36.350666,6.634111,0.999924,9501.690430,18.917402
204.490,0.000000,-0.950219,0.271519,-0.977065,5.894791,-34.442623,6.781150,0.999924,9435.346680,13.046799
204.500,0.000000,-0.847699,0.272590,-1.003939,3.304388,-24.138016,6.606258,0.999924,9369.002930,7.176196
204.510,0.000000,-0.924743,0.265845,-1.060974,1.629350,-21.788591,6.800582,0.999924,9323.952148,4.799298
204.520,0.000000,-1.121499,0.253889,-1.138114,0.564554,-24.742622,7.241049,0.999924,9293.096680,4.751537
204.530,0.000000,-1.193477,0.246811,-1.178061,1.418788,-24.677330,7.929279,0.999924,9262.241211,4.703776
204.540,0.000000,-1.182271,0.242984,-1.193212,3.552374,-22.599157,8.782683,0.999924,9231.385742,4.656016
204.550,0.000000,-1.118746,0.221314,-1.244088,3.545582,-19.962824,9.356262,0.999924,9200.529297,4.608255
204.560,0.000000,-1.020340,0.187748,-1.318781,2.111871,-16.954384,9.743290,0.999924,9169.673828,4.560494
204.570,0.000000,-1.048213,0.164467,-1.262519,0.794827,-10.303966,10.884294,0.999924,9138.818359,4.512733
204.580,0.000000,-1.160271,0.148042,-1.118954,-0.444437,-1.225561,12.527947,0.999924,9107.962891,4.464973
204.590,0.000000,-1.199239,0.200938,-1.088784,0.442692,4.358169,14.056951,0.999924,9077.107422,4.417212
204.600,0.000000,-1.189479,0.300048,-1.134208,2.747418,7.612115,15.509520,0.999924,9046.250977,4.369452
204.610,0.000000,-1.228635,0.402937,-1.232642,3.270160,10.322233,16.573442,0.999924,9012.275391,4.395300
204.620,0.000000,-1.300402,0.508343,-1.366415,2.604913,12.669799,17.378265,0.999924,8976.218750,4.470222
204.630,0.000000,-1.291905,0.551522,-1.242978,0.263562,13.261666,17.372761,0.999924,8940.162109,4.545144
204.640,0.000000,-1.229897,0.553216,-0.948069,-3.195192,12.683069,16.827034,0.999924,8904.105469,4.620066
204.650,0.000000,-1.208898,0.570704,-0.763159,-0.664722,9.367017,16.429966,0.999924,8868.048828,4.694987
204.660,0.000000,-1.215238,0.598721,-0.651582,5.858565,4.225994,16.132004,0.999924,8831.992188,4.769909
204.670,0.000000,-1.223647,0.640585,-0.693384,7.879745,0.866944,15.038286,0.999924,8795.935547,4.844831
204.680,0.000000,-1.233434,0.691680,-0.837439,6.899521,-1.304123,13.414063,0.999924,8759.878906,4.919753
204.690,0.000000,-1.180208,0.648713,-0.895354,3.979091,-2.339759,11.481839,0.999924,8723.822266,4.994675
204.700,0.000000,-1.084973,0.543037,-0.895844,-0.234808,-2.618441,9.344279,0.999924,8687.765625,5.069596
204.710,0.000000,-1.055387,0.418140,-0.921810,-1.230348,-2.792816,8.167649,0.999924,8623.291992,4.793591
204.720,0.000000,-1.069568,0.280429,-0.964759,-0.080316,-2.897654,7.631639,0.999924,8539.873047,4.283635
204.730,0.000000,-1.120353,0.252004,-0.963334,4.547781,-3.884720,8.676454,0.999924,8456.454102,3.773678
204.740,0.000000,-1.195540,0.296438,-0.932325,11.494589,-5.459938,10.775148,0.999924,8373.035156,3.263722
204.750,0.000000,-1.285960,0.345974,-0.946589,12.321919,-3.309573,11.783689,0.999924,8289.616211,2.753765
204.760,0.000000,-1.386534,0.398912,-0.991035,9.069599,1.324514,12.065457,0.999924,8206.198242,2.243809
204.770,0.000000,-1.428532,0.358682,-0.996949,3.989346,3.210794,11.829354,0.999924,8122.778809,1.733852
204.780,0.000000,-1.431480,0.256340,-0.977174,-2.309527,3.265203,11.248003,0.999924,8039.360352,1.223896
204.790,0.000000,-1.401310,0.189706,-0.979954,-3.893735,2.678644,11.068901,0.999924,7955.941406,0.713939
204.800,0.000000,-1.349063,0.146876,-0.997770,-2.334832,1.664772,11.157966,0.999924,7872.522949,0.203983
204.810,0.000000,-1.336956,0.205226,-1.085764,2.306983,2.004498,11.334476,0.999924,7804.125488,0.000000
204.820,0.000000,-1.351610,0.331028,-1.220543,9.004073,3.246625,11.569284,0.999924,7745.742188,0.000000
204.830,0.000000,-1.366247,0.414234,-1.290857,9.437449,3.999863,11.176427,0.999924,7687.359375,0.000000
204.840,0.000000,-1.380873,0.469043,-1.318193,5.695017,4.427176,10.365126,0.999924,7628.976074,0.000000
204.850,0.000000,-1.369005,0.425928,-1.235890,2.371310,5.333025,8.837742,0.999924,7570.592773,0.000000
204.860,0.000000,-1.339475,0.317531,-1.080493,-0.673245,6.557900,6.832970,0.999924,7512.209961,0.000000
204.870,0.000000,-1.324727,0.242318,-0.968606,0.290864,5.730878,5.857141,0.999924,7453.826660,0.000000
204.880,0.000000,-1.319833,0.189227,-0.885725,3.927417,3.535923,5.567275,0.999924,7395.443848,0.000000
204.890,0.000000,-1.296938,0.227727,-0.942286,7.214764,1.267716,5.997378,0.999924,7337.060547,0.000000
204.900,0.000000,-1.262041,0.327288,-1.091808,10.269308,-1.049328,6.907461,0.999924,7278.677246,0.000000
